,speciality,Recipient_Zip_Code,median_payment
16433,Internal Medicine,8012,11.98
16434,Internal Medicine,8015,11.75
16435,Internal Medicine,8016,2.5
16436,Internal Medicine,8021,7.37
16437,Internal Medicine,8028,8.43
16438,Internal Medicine,8030.0,9.68
16439,Internal Medicine,8033,2.93
16440,Internal Medicine,8034,15.01
16441,Internal Medicine,8035,2.77
16442,Internal Medicine,8036.0,18.325
16443,Internal Medicine,8037,13.53
16444,Internal Medicine,8043,16.59
16445,Internal Medicine,8046,17.97
16446,Internal Medicine,8050,18.335
16447,Internal Medicine,8053,13.81
16448,Internal Medicine,8054,14.78
16449,Internal Medicine,8055,12.165
16450,Internal Medicine,8056,16.785
16451,Internal Medicine,8057,10.46
16452,Internal Medicine,8060,16.66
16453,Internal Medicine,8062,16.07
16454,Internal Medicine,8068,10.2
16455,Internal Medicine,8075,18.95
16456,Internal Medicine,8079,13.91
16457,Internal Medicine,8081,11.89
16458,Internal Medicine,8083,43.07
16459,Internal Medicine,8084,15.5
16460,Internal Medicine,8085,18.92
16461,Internal Medicine,8090,11.625
16462,Internal Medicine,8096,11.51
16463,Internal Medicine,8097,11.06
16464,Internal Medicine,8098,22.84
16465,Internal Medicine,8099,17.93
16466,Internal Medicine,8102,11.85
16467,Internal Medicine,8103,10.7
16468,Internal Medicine,8104,2.5
16469,Internal Medicine,8105,78.96
16470,Internal Medicine,8107,12.4
16471,Internal Medicine,8108,13.35
16472,Internal Medicine,8109,11.1
16473,Internal Medicine,8201,13.385
16474,Internal Medicine,8203,11.68
16475,Internal Medicine,8204,12.58
16476,Internal Medicine,8205,14.75
16477,Internal Medicine,8210,13.85
16478,Internal Medicine,8221,13.015
16479,Internal Medicine,8223,14.38
16480,Internal Medicine,8225,15.62
16481,Internal Medicine,8226,68.08
16482,Internal Medicine,8230,14.97
16483,Internal Medicine,8232,13.2
16484,Internal Medicine,8234,12.49
16485,Internal Medicine,8240,10.34
16486,Internal Medicine,8244,14.29
16487,Internal Medicine,8251,15.24
16488,Internal Medicine,8302,13.23
16489,Internal Medicine,8318,85.97
16490,Internal Medicine,8322,10.09
16491,Internal Medicine,8330,12.36
16492,Internal Medicine,8332,14.725
16493,Internal Medicine,8350,12.83
16494,Internal Medicine,8360,13.8
16495,Internal Medicine,8361,16.11
16496,Internal Medicine,8401,12.51
16497,Internal Medicine,8402,15.25
16498,Internal Medicine,8406,13.035
16499,Internal Medicine,8501,37.96
16500,Internal Medicine,8502,11.33
16501,Internal Medicine,8505,14.025
16502,Internal Medicine,8510,16.07
16503,Internal Medicine,8512,16.71
16504,Internal Medicine,8520,14.97
16505,Internal Medicine,8527,14.415
16506,Internal Medicine,8530,13.23
16507,Internal Medicine,8534,10.98
16508,Internal Medicine,8535,64.95
16509,Internal Medicine,8536,13.9
16510,Internal Medicine,8540,17.705
16511,Internal Medicine,8550,5.96
16512,Internal Medicine,8560,18.4
16513,Internal Medicine,8610,10.88
16514,Internal Medicine,8611,14.18
16515,Internal Medicine,8618,12.75
16516,Internal Medicine,8619,13.03
16517,Internal Medicine,8628,12.6
16518,Internal Medicine,8629,21.485
16519,Internal Medicine,8638,16.59
16520,Internal Medicine,8640,83.84
16521,Internal Medicine,8648,14.18
16522,Internal Medicine,8690,12.745
16523,Internal Medicine,8691,23.18
16524,Internal Medicine,8701,13.65
16525,Internal Medicine,8720,11.36
16526,Internal Medicine,8721,11.02
16527,Internal Medicine,8723,12.56
16528,Internal Medicine,8724,12.36
16529,Internal Medicine,8730,21.31
16530,Internal Medicine,8731,40.61
16531,Internal Medicine,8733,12.98
16532,Internal Medicine,8734,58.27
16533,Internal Medicine,8735,18.0
16534,Internal Medicine,8736,16.05
16535,Internal Medicine,8742,11.36
16536,Internal Medicine,8750,13.91
16537,Internal Medicine,8753,10.605
16538,Internal Medicine,8755,11.89
16539,Internal Medicine,8756,18.505
16540,Internal Medicine,8757,37.74
16541,Internal Medicine,8759,12.04
16542,Internal Medicine,8805,84.51
16543,Internal Medicine,8807,14.525
16544,Internal Medicine,8812,11.825
16545,Internal Medicine,8816,15.085
16546,Internal Medicine,8817,13.815
16547,Internal Medicine,8820,15.38
16548,Internal Medicine,8822,13.855
16549,Internal Medicine,8823,18.21
16550,Internal Medicine,8824,15.04
16551,Internal Medicine,8830,13.56
16552,Internal Medicine,8831,15.49
16553,Internal Medicine,8835,14.57
16554,Internal Medicine,8837,12.585
16555,Internal Medicine,8840,18.69
16556,Internal Medicine,8844,15.1
16557,Internal Medicine,8846,16.77
16558,Internal Medicine,8852,9.95
16559,Internal Medicine,8854,14.55
16560,Internal Medicine,8857,13.785
16561,Internal Medicine,8859,12.84
16562,Internal Medicine,8861,13.965
16563,Internal Medicine,8865,13.09
16564,Internal Medicine,8869,29.75
16565,Internal Medicine,8872,12.63
16566,Internal Medicine,8873,15.15
16567,Internal Medicine,8875,27.44
16568,Internal Medicine,8876,7.4
16569,Internal Medicine,8879,108.42
16570,Internal Medicine,8884,15.96
16571,Internal Medicine,8889,16.455
16572,Internal Medicine,8901,15.03
16573,Internal Medicine,8902,17.51
16574,Internal Medicine,8903,13.84
16575,Internal Medicine,8904,21.14
16576,Internal Medicine,10001,18.665
16577,Internal Medicine,10002,20.975
16578,Internal Medicine,10003,17.41
16579,Internal Medicine,10004,17.16
16580,Internal Medicine,10006,100.545
16581,Internal Medicine,10009,14.4
16582,Internal Medicine,10010,17.975
16583,Internal Medicine,10011,21.035
16584,Internal Medicine,10012,16.89
16585,Internal Medicine,10013,20.0
16586,Internal Medicine,10014,16.95
16587,Internal Medicine,10016,17.29
16588,Internal Medicine,10017,15.905
16589,Internal Medicine,10018,14.15
16590,Internal Medicine,10019,17.465
16591,Internal Medicine,10021,18.5
16592,Internal Medicine,10022,14.3
16593,Internal Medicine,10023,16.98
16594,Internal Medicine,10024,15.54
16595,Internal Medicine,10025,21.66
16596,Internal Medicine,10026,18.47
16597,Internal Medicine,10027,18.18
16598,Internal Medicine,10028,16.97
16599,Internal Medicine,10029,17.82
16600,Internal Medicine,10031,17.61
16601,Internal Medicine,10032,21.62
16602,Internal Medicine,10033,17.695
16603,Internal Medicine,10034,16.23
16604,Internal Medicine,10035,16.67
16605,Internal Medicine,10036,13.065
16606,Internal Medicine,10037,15.9
16607,Internal Medicine,10038,20.04
16608,Internal Medicine,10039,15.34
16609,Internal Medicine,10040,23.08
16610,Internal Medicine,10044,13.615
16611,Internal Medicine,10065,63.06
16612,Internal Medicine,10075,18.63
16613,Internal Medicine,10087,13.93
16614,Internal Medicine,10107,18.695
16615,Internal Medicine,10123,15.36
16616,Internal Medicine,10128,19.05
16617,Internal Medicine,10155,18.735
16618,Internal Medicine,10282,23.08
16619,Internal Medicine,10301,16.43
16620,Internal Medicine,10304,14.5
16621,Internal Medicine,10305,14.7
16622,Internal Medicine,10306,14.39
16623,Internal Medicine,10307,17.33
16624,Internal Medicine,10308,15.31
16625,Internal Medicine,10309,15.56
16626,Internal Medicine,10310,16.64
16627,Internal Medicine,10312,14.17
16628,Internal Medicine,10314,12.92
16629,Internal Medicine,10451,16.5
16630,Internal Medicine,10452,11.33
16631,Internal Medicine,10453,14.91
16632,Internal Medicine,10454,125.0
16633,Internal Medicine,10455,18.1
16634,Internal Medicine,10456,15.92
16635,Internal Medicine,10457,15.8
16636,Internal Medicine,10458,15.515
16637,Internal Medicine,10459,15.46
16638,Internal Medicine,10460,82.36
16639,Internal Medicine,10461,17.47
16640,Internal Medicine,10462,15.75
16641,Internal Medicine,10463,24.015
16642,Internal Medicine,10465,19.57
16643,Internal Medicine,10466,15.62
16644,Internal Medicine,10467,16.655
16645,Internal Medicine,10468,17.335
16646,Internal Medicine,10469,17.105
16647,Internal Medicine,10470,20.22
16648,Internal Medicine,10472,19.005
16649,Internal Medicine,10473,21.57
16650,Internal Medicine,10475,112.075
16651,Internal Medicine,10502,19.91
16652,Internal Medicine,10504,59.01
16653,Internal Medicine,10506,9.875
16654,Internal Medicine,10509,14.265
16655,Internal Medicine,10510,23.21
16656,Internal Medicine,10512,14.23
16657,Internal Medicine,10516,20.94
16658,Internal Medicine,10520,15.73
16659,Internal Medicine,10522,11.74
16660,Internal Medicine,10523,14.65
16661,Internal Medicine,10530,22.27
16662,Internal Medicine,10532,15.91
16663,Internal Medicine,10535,13.85
16664,Internal Medicine,10541,15.92
16665,Internal Medicine,10547,17.12
16666,Internal Medicine,10549,13.68
16667,Internal Medicine,10550,20.945
16668,Internal Medicine,10552,11.63
16669,Internal Medicine,10562,14.345
16670,Internal Medicine,10566,18.37
16671,Internal Medicine,10567,13.98
16672,Internal Medicine,10573,16.18
16673,Internal Medicine,10576,11.59
16674,Internal Medicine,10577,103.415
16675,Internal Medicine,10579,17.77
16676,Internal Medicine,10583,17.36
16677,Internal Medicine,10590,10.19
16678,Internal Medicine,10591,15.235
16679,Internal Medicine,10595,16.63
16680,Internal Medicine,10598,14.355
16681,Internal Medicine,10601,16.05
16682,Internal Medicine,10604,13.96
16683,Internal Medicine,10605,22.86
16684,Internal Medicine,10606,23.7
16685,Internal Medicine,10607,6.44
16686,Internal Medicine,10701,17.11
16687,Internal Medicine,10703,23.88
16688,Internal Medicine,10704,20.0
16689,Internal Medicine,10705,18.68
16690,Internal Medicine,10708,22.84
16691,Internal Medicine,10709,18.065
16692,Internal Medicine,10710,19.42
16693,Internal Medicine,10801,17.26
16694,Internal Medicine,10804,15.25
16695,Internal Medicine,10805,57.9
16696,Internal Medicine,10901,13.87
16697,Internal Medicine,10916,18.51
16698,Internal Medicine,10918,18.15
16699,Internal Medicine,10924,12.98
16700,Internal Medicine,10927,25.0
16701,Internal Medicine,10930,15.38
16702,Internal Medicine,10940,16.46
16703,Internal Medicine,10941,15.7
16704,Internal Medicine,10950,17.58
16705,Internal Medicine,10952,21.65
16706,Internal Medicine,10954,13.78
16707,Internal Medicine,10956,15.93
16708,Internal Medicine,10960,16.82
16709,Internal Medicine,10965,16.72
16710,Internal Medicine,10968,8.135
16711,Internal Medicine,10970,16.515
16712,Internal Medicine,10977,14.32
16713,Internal Medicine,10980,14.61
16714,Internal Medicine,10989,68.465
16715,Internal Medicine,10990,13.565
16716,Internal Medicine,10992,15.62
16717,Internal Medicine,10994,15.5
16718,Internal Medicine,11010,23.31
16719,Internal Medicine,11020,14.74
16720,Internal Medicine,11021,15.265
16721,Internal Medicine,11023,14.22
16722,Internal Medicine,11024,15.74
16723,Internal Medicine,11030,14.49
16724,Internal Medicine,11040,15.08
16725,Internal Medicine,11042,15.715
16726,Internal Medicine,11050,21.94
16727,Internal Medicine,11101,16.725
16728,Internal Medicine,11102,57.03
16729,Internal Medicine,11103,17.575
16730,Internal Medicine,11104,17.85
16731,Internal Medicine,11105,16.71
16732,Internal Medicine,11106,17.0
16733,Internal Medicine,11201,18.81
16734,Internal Medicine,11203,15.37
16735,Internal Medicine,11204,17.83
16736,Internal Medicine,11205,18.13
16737,Internal Medicine,11206,16.85
16738,Internal Medicine,11207,20.465
16739,Internal Medicine,11208,16.62
16740,Internal Medicine,11209,16.36
16741,Internal Medicine,11210,14.21
16742,Internal Medicine,11211,13.47
16743,Internal Medicine,11212,17.905
16744,Internal Medicine,11213,17.81
16745,Internal Medicine,11214,17.7
16746,Internal Medicine,11215,16.3
16747,Internal Medicine,11216,19.45
16748,Internal Medicine,11217,17.86
16749,Internal Medicine,11218,18.47
16750,Internal Medicine,11219,17.115
16751,Internal Medicine,11220,19.14
16752,Internal Medicine,11221,17.71
16753,Internal Medicine,11222,15.39
16754,Internal Medicine,11223,17.575
16755,Internal Medicine,11224,18.055
16756,Internal Medicine,11225,19.85
16757,Internal Medicine,11226,16.345
16758,Internal Medicine,11228,18.05
16759,Internal Medicine,11229,16.67
16760,Internal Medicine,11230,17.27
16761,Internal Medicine,11231,17.33
16762,Internal Medicine,11233,56.795
16763,Internal Medicine,11234,16.67
16764,Internal Medicine,11235,16.615
16765,Internal Medicine,11236,16.07
16766,Internal Medicine,11237,14.49
16767,Internal Medicine,11238,16.82
16768,Internal Medicine,11249,69.075
16769,Internal Medicine,11354,17.03
16770,Internal Medicine,11355,17.45
16771,Internal Medicine,11356,71.79
16772,Internal Medicine,11357,18.67
16773,Internal Medicine,11358,15.58
16774,Internal Medicine,11359,17.37
16775,Internal Medicine,11360,14.16
16776,Internal Medicine,11361,17.395
16777,Internal Medicine,11362,99.98
16778,Internal Medicine,11364,20.0
16779,Internal Medicine,11365,13.885
16780,Internal Medicine,11366,16.26
16781,Internal Medicine,11367,10.01
16782,Internal Medicine,11368,14.24
16783,Internal Medicine,11372,17.13
16784,Internal Medicine,11373,16.02
16785,Internal Medicine,11374,16.41
16786,Internal Medicine,11375,14.55
16787,Internal Medicine,11377,18.94
16788,Internal Medicine,11378,16.84
16789,Internal Medicine,11379,16.84
16790,Internal Medicine,11385,18.46
16791,Internal Medicine,11411,12.31
16792,Internal Medicine,11413,14.1
16793,Internal Medicine,11414,15.475
16794,Internal Medicine,11415,16.93
16795,Internal Medicine,11416,14.825
16796,Internal Medicine,11418,15.69
16797,Internal Medicine,11419,14.49
16798,Internal Medicine,11420,16.36
16799,Internal Medicine,11421,15.29
16800,Internal Medicine,11423,20.125
16801,Internal Medicine,11426,13.63
16802,Internal Medicine,11427,18.27
16803,Internal Medicine,11428,16.19
16804,Internal Medicine,11429,13.59
16805,Internal Medicine,11432,19.225
16806,Internal Medicine,11433,39.99
16807,Internal Medicine,11434,16.49
16808,Internal Medicine,11435,67.86
16809,Internal Medicine,11501,16.365
16810,Internal Medicine,11507,99.98
16811,Internal Medicine,11510,12.35
16812,Internal Medicine,11516,14.64
16813,Internal Medicine,11518,18.02
16814,Internal Medicine,11520,13.6
16815,Internal Medicine,11530,13.615
16816,Internal Medicine,11542,13.79
16817,Internal Medicine,11545,18.57
16818,Internal Medicine,11548,10.69
16819,Internal Medicine,11550,15.18
16820,Internal Medicine,11553,55.915
16821,Internal Medicine,11554,15.905
16822,Internal Medicine,11555,4.99
16823,Internal Medicine,11557,13.76
16824,Internal Medicine,11558,11.09
16825,Internal Medicine,11559,14.88
16826,Internal Medicine,11560,10.08
16827,Internal Medicine,11561,14.32
16828,Internal Medicine,11563,15.225
16829,Internal Medicine,11565,16.76
16830,Internal Medicine,11566,13.48
16831,Internal Medicine,11568,19.44
16832,Internal Medicine,11570,15.7
16833,Internal Medicine,11572,14.975
16834,Internal Medicine,11575,50.975
16835,Internal Medicine,11576,17.445
16836,Internal Medicine,11577,20.965
16837,Internal Medicine,11579,14.455
16838,Internal Medicine,11580,16.475
16839,Internal Medicine,11581,15.95
16840,Internal Medicine,11590,16.46
16841,Internal Medicine,11596,509.08
16842,Internal Medicine,11598,13.05
16843,Internal Medicine,11691,17.325
16844,Internal Medicine,11692,21.97
16845,Internal Medicine,11693,19.72
16846,Internal Medicine,11694,22.5
16847,Internal Medicine,11701,11.72
16848,Internal Medicine,11702,16.555
16849,Internal Medicine,11703,12.825
16850,Internal Medicine,11704,14.81
16851,Internal Medicine,11706,18.19
16852,Internal Medicine,11710,15.13
16853,Internal Medicine,11714,14.92
16854,Internal Medicine,11716,19.175
16855,Internal Medicine,11717,15.67
16856,Internal Medicine,11720,11.995
16857,Internal Medicine,11724,14.15
16858,Internal Medicine,11725,14.99
16859,Internal Medicine,11729,16.96
16860,Internal Medicine,11730,16.73
16861,Internal Medicine,11731,16.47
16862,Internal Medicine,11733,35.06
16863,Internal Medicine,11735,15.66
16864,Internal Medicine,11740,126.96
16865,Internal Medicine,11741,12.465
16866,Internal Medicine,11742,15.27
16867,Internal Medicine,11743,15.97
16868,Internal Medicine,11746,16.07
16869,Internal Medicine,11747,14.44
16870,Internal Medicine,11749,17.595
16871,Internal Medicine,11752,12.22
16872,Internal Medicine,11753,20.0
16873,Internal Medicine,11755,12.9
16874,Internal Medicine,11756,19.65
16875,Internal Medicine,11757,13.06
16876,Internal Medicine,11758,14.29
16877,Internal Medicine,11762,15.67
16878,Internal Medicine,11763,10.89
16879,Internal Medicine,11766,17.35
16880,Internal Medicine,11767,14.945
16881,Internal Medicine,11768,17.52
16882,Internal Medicine,11772,15.48
16883,Internal Medicine,11776,14.81
16884,Internal Medicine,11777,15.79
16885,Internal Medicine,11779,13.03
16886,Internal Medicine,11780,12.58
16887,Internal Medicine,11783,14.07
16888,Internal Medicine,11784,13.87
16889,Internal Medicine,11786,11.85
16890,Internal Medicine,11787,15.525
16891,Internal Medicine,11788,20.91
16892,Internal Medicine,11790,16.91
16893,Internal Medicine,11791,16.11
16894,Internal Medicine,11792,16.055
16895,Internal Medicine,11793,18.41
16896,Internal Medicine,11794,11.91
16897,Internal Medicine,11795,16.09
16898,Internal Medicine,11797,15.065
16899,Internal Medicine,11801,11.95
16900,Internal Medicine,11803,16.05
16901,Internal Medicine,11901,15.11
16902,Internal Medicine,11933,13.99
16903,Internal Medicine,11934,51.715
16904,Internal Medicine,11940,17.77
16905,Internal Medicine,11941,15.04
16906,Internal Medicine,11946,13.5
16907,Internal Medicine,11949,14.1
16908,Internal Medicine,11959,13.165
16909,Internal Medicine,11963,21.1
16910,Internal Medicine,11967,19.01
16911,Internal Medicine,11968,15.23
16912,Internal Medicine,11971,15.93
16913,Internal Medicine,11978,21.5
16914,Internal Medicine,12009,11.07
16915,Internal Medicine,12010,13.9
16916,Internal Medicine,12019,10.65
16917,Internal Medicine,12027,13.09
16918,Internal Medicine,12033,28.11
16919,Internal Medicine,12047,10.16
16920,Internal Medicine,12054,11.92
16921,Internal Medicine,12056,13.575
16922,Internal Medicine,12061,9.0
16923,Internal Medicine,12065,11.385
16924,Internal Medicine,12077,20.81
16925,Internal Medicine,12078,17.145
16926,Internal Medicine,12085,10.44
16927,Internal Medicine,12090,12.58
